Time;Area;val
2021-09-16;Åland;0
2021-09-17;Åland;1
2021-09-18;Åland;0
2021-09-19;Åland;1
2021-09-20;Åland;0
2021-09-21;Åland;0
2021-09-22;Åland;0
2021-09-23;Åland;0
2021-09-24;Åland;0
2021-09-25;Åland;0
2021-09-26;Åland;0
2021-09-27;Åland;0
2021-09-28;Åland;2
2021-09-29;Åland;4
2021-09-30;Åland;0
2021-10-01;Åland;0
2021-10-02;Åland;0
2021-10-03;Åland;2
2021-10-04;Åland;1
2021-10-05;Åland;0
2021-10-06;Åland;0
2021-10-07;Åland;0
2021-10-08;Åland;0
2021-10-09;Åland;0
2021-10-10;Åland;2
2021-10-11;Åland;0
2021-10-12;Åland;0
2021-10-13;Åland;0
2021-10-14;Åland;1
2021-10-15;Åland;0
2021-10-16;Åland;0
2021-10-17;Åland;1
2021-10-18;Åland;0
2021-10-19;Åland;0
2021-10-20;Åland;0
2021-10-21;Åland;0
2021-10-22;Åland;0
2021-10-23;Åland;0
2021-10-24;Åland;0
2021-10-25;Åland;1
2021-10-26;Åland;2
2021-10-27;Åland;0
2021-10-28;Åland;2
2021-10-29;Åland;3
2021-10-30;Åland;0
2021-10-31;Åland;0
2021-11-01;Åland;1
2021-11-02;Åland;0
2021-11-03;Åland;1
2021-11-04;Åland;0
2021-11-05;Åland;0
2021-11-06;Åland;1
2021-11-07;Åland;0
2021-11-08;Åland;0
2021-11-09;Åland;0
2021-11-10;Åland;0
2021-11-11;Åland;1
2021-11-12;Åland;0
2021-11-13;Åland;0
2021-11-14;Åland;3
2021-11-15;Åland;0
2021-11-16;Åland;4
2021-11-17;Åland;0
2021-11-18;Åland;7
2021-11-19;Åland;2
2021-11-20;Åland;4
2021-11-21;Åland;4
2021-11-22;Åland;5
2021-11-23;Åland;1
2021-11-24;Åland;2
2021-11-25;Åland;3
2021-11-26;Åland;2
2021-11-27;Åland;1
2021-11-28;Åland;5
2021-11-29;Åland;3
2021-11-30;Åland;1
2021-12-01;Åland;0
2021-12-02;Åland;1
2021-12-03;Åland;0
2021-12-04;Åland;1
2021-12-05;Åland;0
2021-12-06;Åland;2
2021-12-07;Åland;2
2021-12-08;Åland;1
2021-12-09;Åland;1
2021-12-10;Åland;2
2021-12-11;Åland;3
2021-12-12;Åland;2
2021-12-13;Åland;4
2021-12-14;Åland;2
2021-12-15;Åland;3
2021-12-16;Åland;1
2021-12-17;Åland;0
2021-12-18;Åland;2
2021-12-19;Åland;4
2021-12-20;Åland;2
2021-12-21;Åland;4
2021-12-22;Åland;4
2021-12-23;Åland;3
2021-12-24;Åland;3
2021-12-25;Åland;2
2021-12-26;Åland;11
2021-12-27;Åland;35
2021-12-28;Åland;62
2021-12-29;Åland;99
2021-12-30;Åland;107
2021-12-31;Åland;62
2022-01-01;Åland;87
2022-01-02;Åland;129
2022-01-03;Åland;67
2022-01-04;Åland;170
2022-01-05;Åland;156
2022-01-06;Åland;127
2022-01-07;Åland;100
2022-01-08;Åland;131
2022-01-09;Åland;120
2022-01-10;Åland;124
2022-01-11;Åland;102
2022-01-12;Åland;69
2022-01-13;Åland;76
2022-01-14;Åland;38
2022-01-15;Åland;98
2022-01-16;Åland;69
2022-01-17;Åland;73
2022-01-18;Åland;56
2022-01-19;Åland;75
2022-01-20;Åland;81
2022-01-21;Åland;39
2022-01-22;Åland;66
2022-01-23;Åland;102
2022-01-24;Åland;77
2022-01-25;Åland;57
2022-01-26;Åland;59
2022-01-27;Åland;75
2022-01-28;Åland;42
2022-01-29;Åland;61
2022-01-30;Åland;128
2022-01-31;Åland;98
2022-02-01;Åland;79
2022-02-02;Åland;73
2022-02-03;Åland;63
2022-02-04;Åland;44
2022-02-05;Åland;66
2022-02-06;Åland;60
2022-02-07;Åland;134
2022-02-08;Åland;139
2022-02-09;Åland;71
2022-02-10;Åland;109
2022-02-11;Åland;57
2022-02-12;Åland;96
2022-02-13;Åland;112
2022-02-14;Åland;191
2022-02-15;Åland;163
2022-02-16;Åland;146
2022-02-17;Åland;141
2022-02-18;Åland;77
2022-02-19;Åland;84
2022-02-20;Åland;141
2022-02-21;Åland;140
2022-02-22;Åland;123
2022-02-23;Åland;110
2022-02-24;Åland;67
2022-02-25;Åland;23
2022-02-26;Åland;84
2022-02-27;Åland;89
2022-02-28;Åland;141
2022-03-01;Åland;120
2022-03-02;Åland;81
2022-03-03;Åland;63
2022-03-04;Åland;42
2022-03-05;Åland;74
2022-03-06;Åland;74
2022-03-07;Åland;77
2022-03-08;Åland;118
2022-03-09;Åland;114
2022-03-10;Åland;99
2022-03-11;Åland;82
2022-03-12;Åland;75
2022-03-13;Åland;60
2022-03-14;Åland;80
2022-03-15;Åland;81
2022-03-16;Åland;73
2022-03-17;Åland;111
2022-03-18;Åland;43
2022-03-19;Åland;94
2022-03-20;Åland;85
2022-03-21;Åland;95
2022-03-22;Åland;87
2022-03-23;Åland;88
2022-03-24;Åland;68
2022-03-25;Åland;44
2022-03-26;Åland;44
2022-03-27;Åland;61
2022-03-28;Åland;57
2022-03-29;Åland;51
2022-03-30;Åland;48
2022-03-31;Åland;41
2022-04-01;Åland;27
2022-04-02;Åland;44
2022-04-03;Åland;26
2022-04-04;Åland;43
2022-04-05;Åland;38
2022-04-06;Åland;16
2022-04-07;Åland;22
2022-04-08;Åland;16
2022-04-09;Åland;22
2022-04-10;Åland;20
2022-04-11;Åland;19
2022-04-12;Åland;17
2022-04-13;Åland;17
2022-04-14;Åland;15
2022-04-15;Åland;2
2022-04-16;Åland;20
2022-04-17;Åland;1
2022-04-18;Åland;37
2022-04-19;Åland;19
2022-04-20;Åland;27
2022-04-21;Åland;13
2022-04-22;Åland;0
2022-04-23;Åland;2
2022-04-24;Åland;40
2022-04-25;Åland;22
2022-04-26;Åland;12
2022-04-27;Åland;15
2022-04-28;Åland;7
2022-04-29;Åland;1
2022-04-30;Åland;2
2022-05-01;Åland;29
2022-05-02;Åland;14
2022-05-03;Åland;22
2022-05-04;Åland;11
2022-05-05;Åland;2
2022-05-06;Åland;3
2022-05-07;Åland;1
2022-05-08;Åland;24
2022-05-09;Åland;21
2022-05-10;Åland;10
2022-05-11;Åland;4
2022-05-12;Åland;4
2022-05-13;Åland;1
2022-05-14;Åland;0
2022-05-15;Åland;11
2022-05-16;Åland;5
2022-05-17;Åland;5
2022-05-18;Åland;6
2022-05-19;Åland;2
2022-05-20;Åland;0
2022-05-21;Åland;2
2022-05-22;Åland;3
2022-05-23;Åland;5
2022-05-24;Åland;2
2022-05-25;Åland;0
2022-05-26;Åland;2
2022-05-27;Åland;1
2022-05-28;Åland;0
2022-05-29;Åland;3
2022-05-30;Åland;4
2022-05-31;Åland;4
2022-06-01;Åland;0
2022-06-02;Åland;2
2022-06-03;Åland;0
2022-06-04;Åland;0
2022-06-05;Åland;3
2022-06-06;Åland;1
2022-06-07;Åland;1
2022-06-08;Åland;0
2022-06-09;Åland;4
2022-06-10;Åland;0
2022-06-11;Åland;1
2022-06-12;Åland;10
2022-06-13;Åland;0
2022-06-14;Åland;9
2022-06-15;Åland;0
2022-06-16;Åland;4
2022-06-17;Åland;0
2022-06-18;Åland;0
2022-06-19;Åland;2
2022-06-20;Åland;0
2022-06-21;Åland;6
2022-06-22;Åland;10
2022-06-23;Åland;0
2022-06-24;Åland;1
2022-06-25;Åland;2
2022-06-26;Åland;5
2022-06-27;Åland;1
2022-06-28;Åland;4
2022-06-29;Åland;2
2022-06-30;Åland;9
2022-07-01;Åland;1
2022-07-02;Åland;0
2022-07-03;Åland;3
2022-07-04;Åland;0
2022-07-05;Åland;6
2022-07-06;Åland;0
2022-07-07;Åland;9
2022-07-08;Åland;0
2022-07-09;Åland;2
2022-07-10;Åland;12
2022-07-11;Åland;14
2022-07-12;Åland;5
2022-07-13;Åland;0
2022-07-14;Åland;16
2022-07-15;Åland;0
2022-07-16;Åland;2
2022-07-17;Åland;16
2022-07-18;Åland;12
2022-07-19;Åland;17
2022-07-20;Åland;16
2022-07-21;Åland;22
2022-07-22;Åland;1
2022-07-23;Åland;2
2022-07-24;Åland;24
2022-07-25;Åland;15
2022-07-26;Åland;6
2022-07-27;Åland;6
2022-07-28;Åland;3
2022-07-29;Åland;0
2022-07-30;Åland;0
2022-07-31;Åland;18
2022-08-01;Åland;13
2022-08-02;Åland;25
2022-08-03;Åland;26
2022-08-04;Åland;27
2022-08-05;Åland;1
2022-08-06;Åland;1
2022-08-07;Åland;8
2022-08-08;Åland;6
2022-08-09;Åland;8
2022-08-10;Åland;16
2022-08-11;Åland;7
2022-08-12;Åland;2
2022-08-13;Åland;2
2022-08-14;Åland;17
2022-08-15;Åland;9
2022-08-16;Åland;1
2022-08-17;Åland;5
2022-08-18;Åland;2
2022-08-19;Åland;0
2022-08-20;Åland;1
2022-08-21;Åland;6
2022-08-22;Åland;1
2022-08-23;Åland;5
2022-08-24;Åland;10
2022-08-25;Åland;1
2022-08-26;Åland;1
2022-08-27;Åland;0
2022-08-28;Åland;3
2022-08-29;Åland;3
2022-08-30;Åland;0
2022-08-31;Åland;7
2022-09-01;Åland;3
2022-09-02;Åland;0
2022-09-03;Åland;1
2022-09-04;Åland;2
2022-09-05;Åland;4
2022-09-06;Åland;3
2022-09-07;Åland;3
2022-09-08;Åland;2
2022-09-09;Åland;0
2022-09-10;Åland;1
2022-09-11;Åland;3
2022-09-12;Åland;2
2022-09-13;Åland;1
2022-09-14;Åland;4
2022-09-15;Åland;2
2022-09-16;Åland;0
2022-09-17;Åland;0
2022-09-18;Åland;7
2022-09-19;Åland;6
2022-09-20;Åland;3
2022-09-21;Åland;5
2022-09-22;Åland;2
2022-09-23;Åland;0
2022-09-24;Åland;0
2022-09-25;Åland;9
2022-09-26;Åland;3
2022-09-27;Åland;4
2022-09-28;Åland;5
2022-09-29;Åland;3
2022-09-30;Åland;0
2022-10-01;Åland;1
2022-10-02;Åland;2
2022-10-03;Åland;1
2022-10-04;Åland;2
2022-10-05;Åland;2
2022-10-06;Åland;1
2022-10-07;Åland;0
2022-10-08;Åland;0
2022-10-09;Åland;4
2022-10-10;Åland;5
2022-10-11;Åland;0
2022-10-12;Åland;1
2022-10-13;Åland;0
2022-10-14;Åland;1
2022-10-15;Åland;0
2022-10-16;Åland;3
2022-10-17;Åland;6
2022-10-18;Åland;5
2022-10-19;Åland;7
2022-10-20;Åland;4
2022-10-21;Åland;1
2022-10-22;Åland;2
2022-10-23;Åland;10
2022-10-24;Åland;10
2022-10-25;Åland;13
2022-10-26;Åland;3
2022-10-27;Åland;3
2022-10-28;Åland;2
2022-10-29;Åland;1
2022-10-30;Åland;14
2022-10-31;Åland;20
2022-11-01;Åland;3
2022-11-02;Åland;3
2022-11-03;Åland;6
2022-11-04;Åland;1
2022-11-05;Åland;1
2022-11-06;Åland;18
2022-11-07;Åland;2
2022-11-08;Åland;14
2022-11-09;Åland;6
2022-11-10;Åland;1
2022-11-11;Åland;3
2022-11-12;Åland;2
2022-11-13;Åland;11
2022-11-14;Åland;12
2022-11-15;Åland;3
2022-11-16;Åland;5
2022-11-17;Åland;12
2022-11-18;Åland;3
2022-11-19;Åland;2
2022-11-20;Åland;11
2022-11-21;Åland;5
2022-11-22;Åland;9
2022-11-23;Åland;6
2022-11-24;Åland;6
2022-11-25;Åland;1
2022-11-26;Åland;0
2022-11-27;Åland;11
2022-11-28;Åland;11
2022-11-29;Åland;9
2022-11-30;Åland;8
2022-12-01;Åland;2
2022-12-02;Åland;0
2022-12-03;Åland;0
2022-12-04;Åland;13
2022-12-05;Åland;0
2022-12-06;Åland;15
2022-12-07;Åland;14
2022-12-08;Åland;7
2022-12-09;Åland;0
2022-12-10;Åland;0
2022-12-11;Åland;20
2022-12-12;Åland;8
2022-12-13;Åland;14
